"","id","date","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","price-model2","price-model3"
"29",3830630310,"20140725T000000",3,2.5,1670,5797,"2","0","0",3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,401023,162754.791419004
"30",2222059065,"20141112T000000",3,2.5,1940,14952,"2","0","0",3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,476207,162754.791419004
"31",3211100860,"20150303T000000",3,1,910,8450,"1","0","0",4,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040,180925,162754.791419004
"32",3456000310,"20140804T000000",4,1.75,2480,11010,"1","0","0",4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,594721,442413.39200892
"33",9526600140,"20140919T000000",3,2.5,2440,4587,"2","0","0",3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,625392,442413.39200892
"34",257000138,"20150115T000000",2,1,850,16400,"1","0","0",3,6,850,0,1923,0,98168,47.4889,-122.299,1100,14459,217992,162754.791419004
"35",7138000260,"20140605T000000",3,2,1750,9750,"1","0","0",3,7,1350,400,1961,0,98198,47.398,-122.299,1900,10125,445485,162754.791419004
"36",8682281200,"20150309T000000",2,2,1510,6516,"1","0","0",3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,434281,162754.791419004
"37",7972000200,"20140529T000000",4,2.25,1720,9753,"1","0","0",4,7,1120,600,1978,0,98023,47.2922,-122.371,1510,9753,384533,162754.791419004
"38",1762600320,"20140610T000000",5,4,3760,28040,"2","0","0",3,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,917018,442413.39200892
"39",2025069065,"20140929T000000",4,2.5,3650,8354,"1","1","4",3,9,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841,1809536,1202604.28416478
"40",3832710960,"20140923T000000",3,2,1810,7209,"1","0","0",4,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,463860,162754.791419004
"41",3325069129,"20141216T000000",3,2.25,2100,40510,"2","0","0",3,10,1320,780,1979,0,98074,47.6154,-122.047,2380,33450,508236,442413.39200892
"42",2123039032,"20141027T000000",1,0.75,760,10079,"1","1","4",5,5,760,0,1936,0,98070,47.4683,-122.438,1230,14267,1104379,442413.39200892
"43",1745100140,"20141017T000000",3,1,1700,11390,"1","0","0",4,7,1700,0,1967,0,98003,47.3271,-122.323,1350,8164,409598,162754.791419004
"44",1722059235,"20140703T000000",4,1.75,2600,11325,"1","0","0",4,7,1610,990,1969,0,98031,47.3954,-122.206,1720,11088,629504,442413.39200892
"45",6874200960,"20150227T000000",2,1,860,5265,"1","0","0",3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775,224958,162754.791419004
"46",7424700045,"20150513T000000",5,3,3830,8480,"2","0","1",5,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556,1089470,442413.39200892
"47",7202360350,"20140630T000000",4,2.5,3500,7048,"2","0","0",3,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864,875347,442413.39200892
"48",5634500392,"20150410T000000",3,3,2420,13959,"1","0","0",4,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300,659546,442413.39200892
"49",1115450240,"20141022T000000",4,2.5,2160,9528,"2","0","0",3,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937,484750,442413.39200892
"50",9297300045,"20140709T000000",3,2,1970,4166,"2","0","3",5,8,1270,700,1929,0,98126,47.5717,-122.375,2390,4166,638633,442413.39200892
"51",5104530560,"20150401T000000",3,2.5,2040,3810,"2","0","0",3,8,2040,0,2006,0,98038,47.3537,-122,2370,4590,509349,442413.39200892
"52",4330600350,"20150115T000000",3,2.25,2200,8750,"1","0","0",4,7,1120,1080,1964,0,98166,47.476,-122.337,1460,10139,581903,442413.39200892
"53",4139480200,"20140618T000000",4,3.25,4290,12103,"1","0","3",3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,1311967,1202604.28416478
"54",4139480200,"20141209T000000",4,3.25,4290,12103,"1","0","3",3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,1311967,1202604.28416478
"55",9521101455,"20140723T000000",2,1,1470,3864,"1","0","0",4,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864,402866,162754.791419004
"56",2597650240,"20141023T000000",3,2.25,2030,16200,"2","0","0",3,8,2030,0,1984,0,98027,47.5162,-122.057,2660,17958,496738,442413.39200892
"57",3353400435,"20140721T000000",3,2,1450,11204,"1","0","0",3,7,1450,0,2003,0,98001,47.2639,-122.252,1520,9518,357710,162754.791419004
"58",7520000520,"20140905T000000",2,1,1240,12092,"1","0","0",3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,332980,162754.791419004
"59",1959700550,"20140905T000000",4,2,2050,4400,"1.5","0","0",4,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500,557918,442413.39200892
"60",9550201550,"20150408T000000",2,1,1070,5000,"1","0","0",3,7,1070,0,1924,0,98103,47.6666,-122.331,1710,5000,286126,162754.791419004
"61",191100045,"20140703T000000",4,2,2490,9525,"2","0","0",5,9,2490,0,1968,0,98040,47.5639,-122.217,2770,9525,570346,442413.39200892
"62",200350070,"20140602T000000",3,2.75,2930,5569,"1","0","0",3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045,805733,442413.39200892
"63",405100295,"20140826T000000",3,1.75,1420,8250,"1","0","0",3,7,1420,0,1954,0,98133,47.7535,-122.354,1740,8000,344875,162754.791419004
"64",6414100671,"20140909T000000",3,1.75,2500,6840,"1","0","0",3,8,1300,1200,1957,0,98125,47.7222,-122.32,1580,8691,659470,442413.39200892
"65",7852110140,"20140718T000000",4,2.5,2580,5823,"2","0","0",3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823,608243,442413.39200892
"66",808000070,"20141021T000000",3,2,1390,13464,"1","0","0",4,7,1390,0,1987,0,98030,47.3581,-122.173,1720,12080,339437,162754.791419004
"67",7325600160,"20140604T000000",1,0.75,560,12120,"1","0","0",3,4,560,0,1967,0,98014,47.675,-121.854,1300,19207,187441,162754.791419004
"68",2757000030,"20140922T000000",4,2.75,2270,10460,"2","0","0",3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180,521587,442413.39200892
"69",3363900111,"20141203T000000",2,1,990,3120,"1","0","2",5,7,790,200,1907,0,98103,47.68,-122.353,1930,3120,372035,162754.791419004
"70",2201500030,"20141006T000000",4,1,1750,9600,"1.5","0","0",4,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530,448030,162754.791419004
"71",7855801090,"20140917T000000",5,2.5,3040,9570,"1","0","2",4,8,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800,824740,442413.39200892
"72",1118500030,"20141001T000000",4,2.5,3520,15420,"2","0","0",3,10,3520,0,1991,0,98074,47.6375,-122.016,3400,21455,878112,442413.39200892
"73",3291800710,"20141120T000000",4,3,2090,7500,"1","0","0",3,7,1370,720,1986,0,98056,47.4888,-122.182,1810,7650,508517,442413.39200892
"74",2231500030,"20141001T000000",4,2.25,2180,10754,"1","0","0",5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929,517943,162754.791419004
"75",9423400140,"20140609T000000",3,1.75,1640,13500,"1","0","0",3,7,1110,530,1940,0,98125,47.7164,-122.304,1770,12600,406941,162754.791419004
"76",8651600160,"20141111T000000",4,2.25,2510,11585,"2","0","0",4,8,2510,0,1969,0,98040,47.5483,-122.226,2450,9691,580599,442413.39200892
"77",1223039290,"20140905T000000",4,2.5,2120,13780,"2","0","0",3,8,2120,0,1993,0,98146,47.4987,-122.365,1880,12000,471567,442413.39200892
"78",8857320070,"20140917T000000",3,2.75,1980,3128,"2","0","0",4,9,1980,0,1979,0,98008,47.6109,-122.114,1950,2856,497336,442413.39200892
"79",4047200695,"20140618T000000",3,2.5,1600,26977,"2","0","0",3,8,1600,0,2005,0,98019,47.7736,-121.901,1790,27743,372947,162754.791419004
"80",1653500070,"20140512T000000",4,2.75,3300,12090,"2","0","0",3,8,3300,0,1953,0,98004,47.6294,-122.218,3180,12239,820533,442413.39200892
"81",7375300160,"20150309T000000",5,2.25,2720,8800,"1","0","0",4,7,1500,1220,1958,0,98008,47.5976,-122.118,2110,8800,618283,442413.39200892
"82",6021501685,"20150422T000000",2,1,940,5000,"1","0","0",4,7,940,0,1937,0,98117,47.6879,-122.385,1560,4500,248320,162754.791419004
"83",8856950240,"20140618T000000",4,2.5,1820,6753,"2","0","0",3,7,1820,0,1994,0,98038,47.3845,-122.032,1820,7107,386883,162754.791419004
"84",9385200055,"20140912T000000",3,3.25,1510,2000,"2","0","0",3,9,1330,180,2001,0,98116,47.5815,-122.402,1510,1352,371437,162754.791419004
"85",1678400105,"20150212T000000",4,1.5,2390,7480,"1.5","0","2",3,7,2390,0,1920,0,98178,47.504,-122.227,2850,6867,753789,442413.39200892
"86",3426059070,"20140909T000000",3,1.75,2910,37461,"1","0","0",4,7,1530,1380,1967,0,98052,47.7015,-122.164,2520,18295,767545,442413.39200892
"87",2697100140,"20150105T000000",4,2.25,2200,9351,"1","0","0",5,7,1290,910,1962,0,98133,47.7448,-122.333,1910,8660,524271,442413.39200892
"88",625049299,"20141203T000000",2,1,950,3960,"1","0","0",3,7,950,0,1941,0,98103,47.6885,-122.337,1320,4050,251607,162754.791419004
"89",9808650060,"20150225T000000",3,2,2350,15021,"1","0","0",4,8,1770,580,1976,0,98004,47.6408,-122.219,3530,15715,618053,442413.39200892
"90",2944010240,"20140908T000000",4,3,4040,19700,"2","0","0",3,11,4040,0,1987,0,98052,47.7205,-122.127,3930,21887,1038151,442413.39200892
"91",3454000060,"20140722T000000",4,2.5,2610,3277,"1.5","0","0",5,8,1920,690,1922,0,98103,47.6636,-122.33,1810,3277,731559,442413.39200892
"92",822079033,"20150422T000000",3,1.5,1250,219978,"1","0","0",4,6,1250,0,1980,0,98038,47.4056,-121.955,1930,210394,213085,162754.791419004
"93",8857600960,"20140819T000000",3,1,940,7980,"1","0","0",4,7,940,0,1960,0,98032,47.3838,-122.289,1150,8050,189820,162754.791419004
"94",3775300030,"20141231T000000",3,1.75,1220,9732,"1","0","0",3,7,1220,0,1965,0,98011,47.7736,-122.214,1630,10007,286172,162754.791419004
"95",1796360350,"20150128T000000",3,1.75,1240,8659,"1","0","0",5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223,292379,162754.791419004
"96",1843100340,"20150305T000000",3,2.25,2570,8491,"2","0","0",4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049,656588,442413.39200892
"97",2621760350,"20141015T000000",4,2.5,1850,7324,"2","0","0",3,8,1850,0,1997,0,98042,47.3701,-122.107,2100,7329,395400,162754.791419004
"98",1723049270,"20150107T000000",3,2,2270,28025,"1","0","0",4,7,1920,350,1947,0,98168,47.4857,-122.318,1770,14833,590049,442413.39200892
"99",2172000075,"20140623T000000",2,2,1610,17600,"2","0","0",3,6,1610,0,1930,1983,98178,47.4855,-122.266,1310,12950,426311,162754.791419004
"100",66000070,"20150406T000000",2,1,630,6550,"1","0","0",3,5,630,0,1918,0,98126,47.5486,-122.38,1420,6550,157602,162754.791419004
"101",2625069070,"20150410T000000",4,3.25,4860,181319,"2.5","0","0",3,9,4860,0,1993,0,98074,47.6179,-122.005,3850,181319,1459554,1202604.28416478
"102",8562501040,"20141120T000000",4,1.5,1580,7350,"1","0","0",4,7,960,620,1963,0,98052,47.6734,-122.154,1560,7350,329133,162754.791419004
"103",2475200140,"20150205T000000",3,2,1680,5036,"1","0","1",4,7,1680,0,1987,0,98055,47.4734,-122.186,1680,4921,592560,442413.39200892
"104",4432600075,"20150128T000000",4,2,2110,4140,"2","0","0",3,9,1710,400,1925,2003,98116,47.5836,-122.387,1440,4420,461798,162754.791419004
"105",9274202270,"20140818T000000",2,1.5,1490,5750,"1.5","0","0",4,7,1190,300,1900,0,98116,47.5872,-122.39,1590,4025,499022,162754.791419004
"106",1245002952,"20141015T000000",4,2.5,2770,7800,"2","0","0",3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000,662777,442413.39200892
"107",5379805885,"20140521T000000",2,1.75,1330,7200,"1","0","0",3,7,1330,0,1993,0,98188,47.4467,-122.281,1450,11682,376497,162754.791419004
"108",2827100070,"20141105T000000",4,1,1330,8184,"1.5","0","0",3,7,1330,0,1949,0,98133,47.7343,-122.347,1220,660,326403,162754.791419004
"109",4386700135,"20141114T000000",4,2.25,4760,8036,"2.5","0","0",5,9,3390,1370,1916,0,98112,47.6415,-122.285,2950,9323,1472877,1202604.28416478
"110",1432400335,"20150325T000000",3,1,1190,7560,"1","0","0",5,6,1190,0,1958,0,98058,47.452,-122.177,1190,7560,262678,162754.791419004
"111",3225079035,"20140618T000000",6,5,6050,230652,"2","0","3",3,11,6050,0,2001,0,98024,47.6033,-121.943,4210,233971,1632626,1202604.28416478
"112",1521069070,"20150218T000000",3,1,1040,7405,"1","0","0",4,6,1040,0,1971,0,98010,47.3105,-122.021,1580,7405,219112,162754.791419004
"113",2459500310,"20150218T000000",3,2.25,1610,6655,"2","0","0",4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529,378074,162754.791419004
"114",9485740340,"20150310T000000",4,2.5,1970,5106,"2","0","0",3,8,1970,0,1999,0,98055,47.449,-122.205,2230,5109,431106,162754.791419004
"115",622049114,"20150218T000000",3,2.5,5403,24069,"2","1","4",4,12,5403,0,1976,0,98166,47.4169,-122.348,3980,104374,2338011,1202604.28416478
"116",1310900260,"20141013T000000",4,1.75,2320,12000,"1","0","0",4,8,2270,50,1973,0,98032,47.3644,-122.28,2120,9880,547830,442413.39200892
"117",1373800295,"20141013T000000",3,3,4380,6320,"2","0","3",5,10,3580,800,1952,0,98199,47.6452,-122.411,3080,7680,1359463,1202604.28416478
"118",3294700310,"20140902T000000",2,1,750,8125,"1","0","0",4,6,750,0,1943,0,98055,47.4727,-122.198,1340,8750,191926,162754.791419004
"119",3624079046,"20141028T000000",4,3,2230,108900,"1","0","0",3,7,1410,820,1978,0,98065,47.52,-121.845,1960,65340,512276,442413.39200892
"120",809002765,"20141022T000000",3,1,1180,3400,"1.5","0","0",3,8,1180,0,1907,0,98109,47.6376,-122.353,1440,3400,341938,162754.791419004
"121",4045500710,"20141218T000000",2,0.75,1160,15029,"1","0","0",4,6,870,290,1937,0,98014,47.6929,-121.87,1870,25346,303457,162754.791419004
"122",5104510270,"20140718T000000",4,2.5,1830,5612,"2","0","0",3,7,1830,0,2003,0,98038,47.3572,-122.015,1830,5998,390207,162754.791419004
"123",8669160310,"20141209T000000",3,2.5,1805,3402,"2","0","0",3,7,1805,0,2009,0,98002,47.3521,-122.212,2095,3402,441156,162754.791419004
"124",2998800125,"20140701T000000",2,2.25,2130,4920,"1.5","0","4",4,7,1530,600,1941,0,98116,47.573,-122.409,2130,4920,1059979,442413.39200892
"125",3620069036,"20141021T000000",3,1.75,1820,32666,"1","0","0",4,7,1820,0,1966,0,98022,47.1803,-121.974,2050,43560,452303,162754.791419004
"126",3278600240,"20140722T000000",2,2.5,1400,2958,"2","0","0",3,8,1400,0,2007,0,98126,47.5496,-122.373,1540,2385,380950,162754.791419004
"127",7846200070,"20141002T000000",3,2.5,3370,14402,"2","0","2",3,9,3370,0,2004,0,98045,47.5008,-121.776,3330,9691,1000764,442413.39200892
"128",8651100140,"20140805T000000",4,2.25,3200,15367,"2","0","0",4,9,3200,0,1962,0,98040,47.5494,-122.216,3070,15263,779883,442413.39200892
"129",3211230260,"20150204T000000",4,2,2420,31465,"1","0","0",3,9,2420,0,1984,0,98092,47.3131,-122.115,2560,32186,575004,442413.39200892
"130",5631500868,"20150417T000000",4,3.5,3100,15842,"2","0","0",3,8,2400,700,1996,0,98028,47.7466,-122.242,2200,19400,776564,442413.39200892
"131",3904930240,"20140922T000000",3,2.5,1880,5502,"2","0","0",3,8,1880,0,1988,0,98029,47.5737,-122.018,2040,5411,462202,162754.791419004
"132",9485951170,"20140522T000000",4,2.25,3250,34293,"2","0","0",4,9,3250,0,1983,0,98042,47.3496,-122.094,3110,35982,787527,442413.39200892
"133",7199330390,"20140624T000000",3,1.75,1070,8000,"1","0","0",3,7,1070,0,1977,0,98052,47.6978,-122.13,1200,7990,243180,162754.791419004
"134",7212652180,"20140701T000000",3,2,2050,13303,"1","0","0",3,8,2050,0,1993,0,98003,47.2681,-122.31,2180,11590,531435,162754.791419004
"135",4140090320,"20150320T000000",5,2.75,3740,6750,"1","0","0",4,8,1980,1760,1978,0,98028,47.7679,-122.261,2620,7920,926037,442413.39200892
"136",7214700350,"20141124T000000",4,1.75,2020,36400,"1","0","0",4,8,1550,470,1976,0,98077,47.7627,-122.076,2520,38255,451692,162754.791419004
"137",5196410260,"20150422T000000",3,2.5,3180,10492,"2","0","2",3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812,946934,442413.39200892
"138",192460310,"20150324T000000",3,1.75,1140,22267,"1","0","0",3,7,1140,0,1986,0,98045,47.4761,-121.758,1150,15625,258338,162754.791419004
"139",9412200260,"20141113T000000",4,2.5,2250,14440,"1","0","0",3,7,1550,700,1967,0,98027,47.5221,-122.045,2090,11400,542144,442413.39200892
"140",6798100662,"20140527T000000",3,1.5,1255,1374,"3","0","0",3,7,1255,0,2004,0,98125,47.7145,-122.311,1307,1232,372325,162754.791419004
"141",2710600045,"20140616T000000",3,1.75,1550,4708,"1","0","0",4,7,860,690,1949,0,98115,47.6759,-122.286,1880,5600,383972,162754.791419004
"142",1959701890,"20140729T000000",4,1.75,1800,4180,"2","0","3",4,8,1800,0,1921,0,98102,47.6462,-122.318,2180,4620,526589,442413.39200892
"143",1566100400,"20140924T000000",3,1,1220,8329,"1","0","0",3,6,1220,0,1946,0,98115,47.6982,-122.298,1490,8322,271122,162754.791419004
"144",9133600075,"20140821T000000",3,1.75,1830,11788,"1","0","1",3,8,1430,400,1958,0,98055,47.4862,-122.224,2140,11964,628535,442413.39200892
"145",3121500340,"20140712T000000",4,2.5,2900,23488,"2","0","0",3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589,694866,442413.39200892
"146",7527200030,"20141229T000000",5,2.5,2830,25958,"1","0","1",5,8,1610,1220,1979,0,98075,47.5896,-122.083,2670,21567,814922,442413.39200892
"147",7967200060,"20140908T000000",3,1.75,1450,12125,"1","0","0",4,7,1450,0,1981,0,98001,47.3575,-122.28,1210,12125,352187,162754.791419004
"148",3670500710,"20140715T000000",3,1.5,1010,8108,"1","0","0",5,7,1010,0,1954,0,98155,47.7359,-122.309,1300,8108,220505,162754.791419004
"149",8820903380,"20140728T000000",6,2.25,2660,13579,"2","0","0",3,7,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242,508668,442413.39200892
"150",3793500550,"20140808T000000",3,2.5,1670,6186,"2","0","0",3,7,1670,0,2002,0,98038,47.3668,-122.031,2390,6924,400881,162754.791419004
"151",3530490070,"20140613T000000",2,1.75,1440,5680,"1","0","0",4,8,1440,0,1978,0,98198,47.3825,-122.319,1320,3547,409041,162754.791419004
"152",1932300075,"20140910T000000",2,1,1050,5900,"1","0","0",3,7,1050,0,1950,0,98126,47.5326,-122.376,1280,5900,279982,162754.791419004
"153",2525000510,"20141106T000000",3,1.75,1470,7650,"1","0","0",3,7,1130,340,1983,0,98059,47.4818,-122.161,1590,7500,359634,162754.791419004
"154",1853000510,"20140509T000000",4,2.25,4230,37769,"2","0","0",3,11,4230,0,1989,0,98077,47.7287,-122.077,3890,37034,1071260,442413.39200892
"155",1742800060,"20140612T000000",3,1.75,1970,7972,"1","0","3",5,8,1370,600,1976,0,98055,47.4908,-122.225,2460,9796,665071,442413.39200892
"156",731500200,"20150113T000000",4,2.5,2156,3562,"2","0","0",3,9,2156,0,2012,0,98030,47.3591,-122.201,1708,3539,485761,442413.39200892
"157",9346980140,"20140820T000000",3,1.75,1920,7400,"1","0","0",4,8,1260,660,1977,0,98006,47.5633,-122.131,2360,8048,490593,162754.791419004
"158",1588600045,"20141215T000000",2,1.75,1170,4887,"1","0","0",3,6,1020,150,1929,0,98117,47.695,-122.366,1170,5441,330810,162754.791419004
"159",9277200111,"20140714T000000",4,1.75,2010,5070,"1","0","1",4,7,1300,710,1963,0,98116,47.5793,-122.402,2180,5400,625917,442413.39200892
"160",1563102435,"20141210T000000",3,1.75,2150,4200,"1","0","4",5,8,1140,1010,1960,0,98116,47.5671,-122.405,2510,7500,917618,442413.39200892
"161",9273200140,"20150121T000000",2,2.25,3950,3938,"2","0","4",3,10,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500,1475958,1202604.28416478
"162",9542300320,"20150202T000000",4,2.25,2400,13430,"1","0","0",4,9,2400,0,1964,0,98005,47.5987,-122.178,2580,10077,580948,442413.39200892
"163",826079094,"20150324T000000",3,2,1400,218252,"1","0","0",3,7,1400,0,1997,0,98019,47.7576,-121.934,2230,218222,267711,162754.791419004
"164",8146100270,"20150324T000000",4,2.25,2490,9864,"1","0","0",4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864,608421,442413.39200892
"165",2205500575,"20150209T000000",3,1,1200,10800,"1","0","0",4,7,1200,0,1955,0,98006,47.5771,-122.144,1370,9950,264405,162754.791419004
"166",4040800810,"20140502T000000",3,2.25,2000,8030,"1","0","0",4,8,1000,1000,1963,0,98008,47.6188,-122.114,2070,8250,524003,162754.791419004
"167",1139000069,"20141118T000000",3,1.5,1240,1221,"2","0","0",3,8,1050,190,2009,0,98133,47.7073,-122.356,1180,887,256891,162754.791419004
"168",2423069155,"20141120T000000",4,2,2090,40419,"1","0","0",4,7,2090,0,1984,0,98027,47.4691,-121.993,2380,63162,475772,162754.791419004
"169",2329500260,"20140709T000000",3,1.5,1940,9887,"1","0","0",4,7,1140,800,1969,0,98003,47.3289,-122.327,1410,9936,490316,162754.791419004
"170",1446800511,"20141009T000000",4,1,1330,7980,"1.5","0","0",3,6,1330,0,1952,0,98168,47.492,-122.333,1570,8588,326478,162754.791419004
"171",7940700260,"20150115T000000",3,2.5,1630,4534,"2","0","0",3,8,1630,0,1987,0,98034,47.7148,-122.205,1380,4779,389850,162754.791419004
"172",8854100350,"20150107T000000",5,2.5,2990,15085,"2","0","0",3,9,2990,0,2007,0,98011,47.746,-122.218,3150,13076,666688,442413.39200892
"173",1786640070,"20140806T000000",3,2,1950,8698,"1","0","0",3,8,1950,0,1999,0,98042,47.39,-122.153,2330,7212,504031,162754.791419004
"174",4307350200,"20150512T000000",3,2.5,1680,4308,"2","0","0",3,7,1680,0,2004,0,98056,47.4802,-122.179,2160,4182,404474,162754.791419004
"175",4057300200,"20141222T000000",3,1.5,1150,3323,"2","0","0",3,7,1150,0,1988,0,98029,47.5707,-122.017,1150,2980,229952,162754.791419004
"176",8731951670,"20140606T000000",4,2.25,1900,8600,"1","0","0",4,8,1900,0,1975,0,98023,47.3102,-122.381,2120,8000,437300,162754.791419004
"177",8682262400,"20140718T000000",2,1.75,1350,4003,"1","0","0",3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,4479,383479,162754.791419004
"178",6450303785,"20141118T000000",3,1,1340,5175,"1","0","0",3,7,940,400,1987,0,98133,47.7321,-122.34,1020,5500,307169,162754.791419004
